Date,excercise,set 1 reps,set 1 weight,set 2 reps,set 2 weight,set 3 reps,set 3 weight,set 4 reps,set 4 weight
2022-10-09,delt row,13,10,10,10,15,0,0,0
2022-10-09,ring push ups,9,0,6,0,5,0,5,0
2022-10-09,straight arm pulldown,14,0,13,0,14,0,0,0
2022-10-12,hypers,25,0,25,0,25,0,0,0
2022-10-14,Dips,11,0,7,0,6,0,0,0
2022-10-14,Lat pulldown,20,0,16,0,16,0,0,0
2022-10-14,Tricep extensions,10,0,10,0,9,0,0,0
2022-10-14,trx rows,11,15,10,10,10,0,0,0
2022-10-18,delt row,16,0,13,0,12,0,0,0
2022-10-18,ring push ups,9,0,6,0,5,0,5,0
2022-10-22,bw pullups,8,0,8,0,8,0,0,0
2022-10-22,Dips,11,0,6,0,5,0,0,0
2022-10-22,Tricep extensions,10,0,9,0,9,0,0,0
2022-10-22,trx rows,13,10,10,10,10,0,0,0
2022-10-24,atg heel elevated squat,0,0,0,0,0,0,0,0
2022-10-24,Hamstring curls,0,0,0,0,0,0,0,0
2022-05-12,side lateral,17,5,14,5,15,3.75,0,0
2022-04-26,side lateral,15,5,15,5,15,5,0,0
2022-04-28,Hamstring curls,11,5,11,5,10,5,0,0
2022-04-30,Weighted Pull ups,6,10,5,10,6,5,0,0
2022-05-02,leg curls,10,5,7,5,8,5,0,0
2022-05-04,side lateral,16,5,15,5,12,5,0,0
2022-05-06,Hamstring curls,15,5,14,5,13,5,0,0
2022-05-08,Weighted Pull ups,6,10,5,10,7,5,0,0
2022-05-18,straight arm pulldown,11,5,11,5,11,5,0,0
2022-05-22,side lateral,14,5,11,5,10,5,0,0
2022-05-28,straight arm pulldown,13,5,12,5,10,5,0,0
2022-06-02,side lateral,15,5,15,5,14,5,0,0
2022-06-06,straight arm pulldown,16,5,14,5,14,5,0,0
2022-06-11,side lateral,16,5,15,5,14,5,0,0
2022-06-15,straight arm pulldown,8,10,16,5,14,5,0,0
2022-06-19,side lateral,14,5,12,5,10,5,0,0
2022-06-24,straight arm pulldown,8,10,7,10,14,5,0,0
2022-07-03,straight arm pulldown,9,10,8,10,16,5,0,0
2022-07-10,side lateral,12,5,10,5,8,5,0,0
2022-07-14,straight arm pulldown,9,10,8,10,16,5,0,0
2022-07-18,side lateral,13,5,12,5,10,5,0,0
2022-07-23,straight arm pulldown,10,10,8,10,16,5,0,0
2022-07-28,side lateral,12,5,12,5,11,5,0,0
2022-08-06,side lateral,14,5,12,5,12,5,0,0
2022-08-25,side lateral,13,5,12,5,11,5,0,0
2022-09-04,side lateral,12,5,11,5,10,5,0,0
2022-09-13,side lateral,13,5,12,5,12,5,0,0
2022-09-23,side lateral,13,5,13,5,12,5,0,0
2022-10-04,side lateral,15,5,14,5,12,5,0,0
2022-10-14,side lateral,15,5,14,5,12,5,0,0
2022-10-22,side lateral,15,5,13,5,12,5,0,0
2022-09-08,chin ups,5,10,6,7.5,5,7.5,0,0
2022-09-18,chin ups,6,10,5,10,6,7.5,0,0
2022-05-10,leg curls,7,10,7,10,7,10,0,0
2022-05-14,Hamstring curls,10,10,9,10,9,10,0,0
2022-05-18,Weighted Pull ups,7,10,6,10,5,10,0,0
2022-05-20,leg curls,11,10,10,10,9,10,0,0
2022-05-26,BW lunges,34,0,16,10,16,10,0,0
2022-05-26,Hamstring curls,12,10,11,10,9,10,0,0
2022-05-28,Weighted Pull ups,8,10,6,10,6,10,0,0
2022-06-04,Hamstring curls,11,10,10,10,9,10,0,0
2022-06-06,Weighted Pull ups,6,12.5,6,10,6,10,0,0
2022-06-08,leg curls,12,10,11,10,8,10,0,0
2022-06-13,Hamstring curls,10,10,9,10,8,10,0,0
2022-06-15,Weighted Pull ups,6,12.5,6,10,6,10,0,0
2022-06-17,leg curls,11,10,10,10,9,10,0,0
2022-06-22,Hamstring curls,12,10,11,10,9,10,0,0
2022-06-24,Weighted Pull ups,7,12.5,6,12.5,7,10,0,0
2022-06-27,leg curls,13,10,11,10,11,10,0,0
2022-07-01,Hamstring curls,6,15,10,10,10,10,0,0
2022-07-08,leg curls,10,10,8,10,7,10,0,0
2022-07-12,Hamstring curls,6,15,9,10,9,10,0,0
2022-07-16,leg curls,11,10,9,10,8,10,0,0
2022-07-20,Hamstring curls,12,10,11,10,10,10,0,0
2022-07-31,Hamstring curls,13,10,11,10,10,10,0,0
2022-08-02,straight arm pulldown,10,10,9,10,8,10,0,0
2022-08-04,leg curls,12,10,10,10,9,10,0,0
2022-08-10,straight arm pulldown,10,10,10,10,9,10,0,0
2022-08-12,leg curls,13,10,13,10,10,10,0,0
2022-08-21,straight arm pulldown,10,10,9,10,9,10,0,0
2022-08-30,straight arm pulldown,11,10,10,10,9,10,0,0
2022-09-08,straight arm pulldown,11,10,10,10,9,10,0,0
2022-09-18,straight arm pulldown,11,10,10,10,7,10,0,0
2022-09-26,pull ups*,7,10,6,10,5,10,0,0
2022-09-26,straight arm pulldown,11,10,10,10,9,10,0,0
2022-10-09,chin ups,6,10,6,10,5,10,0,0
2022-10-18,chin ups,6,10,6,10,5,10,0,0
2022-06-15,DB curls,10,19.5,10,17,18,12,0,0
2022-07-03,Weighted Pull ups,6,15,5,15,6,12.5,0,0
2022-07-14,Weighted Pull ups,6,15,5,15,6,12.5,0,0
2022-06-06,DB curls,12,19.5,14,17,16,14.5,0,0
2022-07-03,DB curls,7,17,6,17,9,14.5,0,0
2022-07-14,DB curls,8,17,7,17,9,14.5,0,0
2022-07-23,DB curls,8,17,7,17,9,14.5,0,0
2022-08-02,DB curls,8,17,7,17,9,14.5,0,0
2022-08-10,DB curls,8,17,7,17,9,14.5,0,0
2022-08-21,DB curls,8,14.5,7,14.5,6,14.5,0,0
2022-08-30,DB curls,9,14.5,8,14.5,7,14.5,0,0
2022-09-08,DB curls,10,14.5,7,14.5,7,14.5,0,0
2022-09-18,DB curls,10,14.5,8,14.5,7,14.5,0,0
2022-09-26,DB curls,10,14.5,8,14.5,8,14.5,0,0
2022-10-09,DB curls,9,14.5,8,14.5,8,14.5,0,0
2022-10-18,DB curls,9,14.5,8,14.5,7,14.5,0,0
2022-10-18,pullover,10,14.5,10,14.5,10,14.5,0,0
2022-06-24,push ups,7,20,5,20,6,15,5,15
2022-07-23,Weighted Pull ups,6,15,5,15,5,15,0,0
2022-08-02,Weighted Pull ups,6,15,5,15,5,15,0,0
2022-08-06,push ups,6,20,5,20,6,15,6,15
2022-08-10,Weighted Pull ups,6,15,6,15,5,15,0,0
2022-08-19,Hamstring curls,15,10,8,15,7,15,0,0
2022-08-21,Weighted Pull ups,6,15,6,15,5,15,0,0
2022-08-23,leg curls,9,15,8,15,7,15,0,0
2022-08-30,Weighted Pull ups,6,15,6,15,5,15,0,0
2022-09-02,leg curls,9,15,8,15,7,15,0,0
2022-09-11,leg curls,10,15,7,15,7,15,0,0
2022-09-20,leg curls,11,15,7,15,7,15,0,0
2022-06-15,push ups,6,20,5,20,4,17.5,5,15
2022-06-04,atg heel elevated squat,16,19.5,12,19.5,11,19.5,0,0
2022-04-30,straight arm pulldown,18,20,16,20,14,20,0,0
2022-06-29,push ups,5,22.5,6,20,5,20,5,17.5
2022-07-03,push ups,5,22.5,5,20,5,20,6,17.5
2022-07-10,push ups,6,22.5,5,22.5,5,20,5,17.5
2022-07-18,push ups,6,22.5,5,22.5,6,20,5,20
2022-07-28,push ups,6,22.5,5,22.5,5,20,5,20
2022-08-25,push ups,7,20,6,20,5,20,5,20
2022-09-04,push ups,5,22.5,5,20,4,20,7,10
2022-09-13,push ups,6,22.5,5,22.5,4,20,6,15
2022-09-23,push ups,6,22.5,5,22.5,5,20,5,20
2022-10-04,push ups,6,22.5,5,22.5,5,20,5,20
2022-10-14,push ups,5,22.5,5,22.5,5,20,5,17.5
2022-10-22,push ups,5,22.5,5,22.5,5,20,7,10
2022-06-13,atg heel elevated squat,14,22,12,22,12,22,0,0
2022-06-22,atg heel elevated squat,16,22,14,22,12,22,0,0
2022-05-04,one arm lat pulldown,10,25,10,25,9,25,0,0
2022-06-11,one arm lat pulldown,7,30,9,25,9,25,0,0
2022-06-19,one arm lat pulldown,8,30,11,25,11,25,0,0
2022-06-29,one arm lat pulldown,8,30,12,25,11,25,0,0
2022-08-12,leg extensions,15,25,14,25,13,25,0,0
2022-05-12,one arm lat pulldown,9,30,9,30,8,30,0,0
2022-05-22,one arm lat pulldown,9,30,8,30,8,30,0,0
2022-06-02,one arm lat pulldown,9,30,8,30,8,30,0,0
2022-07-01,atg heel elevated squat,10,30,10,30,10,30,0,0
2022-07-10,one arm lat pulldown,9,30,9,30,8,30,0,0
2022-07-18,one arm lat pulldown,10,30,9,30,9,30,0,0
2022-07-28,one arm lat pulldown,10,30,9,30,9,30,0,0
2022-08-06,one arm lat pulldown,10,30,9,30,9,30,0,0
2022-08-23,leg extensions,14,30,12,30,11,30,0,0
2022-08-25,one arm lat pulldown,10,30,9,30,9,30,0,0
2022-09-02,leg extensions,10,35,12,30,11,30,0,0
2022-09-04,one arm lat pulldown,11,30,9,30,8,30,0,0
2022-09-13,one arm lat pulldown,7,35,10,30,9,30,0,0
2022-09-23,one arm lat pulldown,7,35,10,30,9,30,0,0
2022-10-04,one arm lat pulldown,7,35,10,30,9,30,0,0
2022-04-30,Overhead press,6,40,7,35,7,35,0,0
2022-09-11,leg extensions,12,35,11,35,10,35,0,0
2022-09-20,leg extensions,10,40,11,35,10,35,0,0
2022-04-30,Barbell curls,8,40,8,40,7,40,0,0
2022-05-08,Barbell curls,9,40,8,40,7,40,0,0
2022-05-08,Overhead press,6,42.5,5,42.5,5,40,0,0
2022-05-18,Barbell curls,8,42.5,8,40,7,40,0,0
2022-05-18,Overhead press,5,45,5,42.5,5,40,0,0
2022-05-28,Barbell curls,8,42.5,6,42.5,7,40,0,0
2022-05-28,Overhead press,5,45,5,42.5,6,40,0,0
2022-06-15,Overhead press,5,45,6,40,5,40,0,0
2022-06-24,Overhead press,7,40,5,40,5,40,0,0
2022-07-03,Overhead press,5,42.5,6,40,5,40,0,0
2022-07-14,Overhead press,5,42.5,5,42.5,6,40,0,0
2022-07-23,Overhead press,6,42.5,5,42.5,6,40,0,0
2022-08-02,Overhead press,5,45,5,42.5,6,40,0,0
2022-08-10,Overhead press,5,45,5,42.5,6,40,0,0
2022-08-21,Overhead press,2,45,7,40,6,40,0,0
2022-08-30,Overhead press,5,42.5,5,42.5,5,40,0,0
2022-09-08,Overhead press,6,42.5,5,42.5,6,40,0,0
2022-09-18,Overhead press,6,42.5,4,42.5,5,40,0,0
2022-09-26,Overhead press,6,42.5,5,42.5,5,40,0,0
2022-10-09,Overhead press,6,42.5,5,42.5,5,40,0,0
2022-10-18,Overhead press,6,42.5,5,42.5,5,40,0,0
2022-06-06,Overhead press,5,45,4,45,5,42.5,0,0
2022-07-08,hypers,16,44,14,44,10,44,0,0
2022-07-16,hypers,16,44,14,44,11,44,0,0
2022-07-26,hypers,16,44,13,44,10,44,0,0
2022-07-31,atg heel elevated squat,8,44,8,44,8,44,0,0
2022-08-04,hypers,15,44,13,44,12,44,0,0
2022-08-19,atg heel elevated squat,10,44,9,44,8,44,0,0
2022-09-11,hypers,16,44,12,44,10,44,0,0
2022-09-15,atg heel elevated squat,9,44,9,44,8,44,0,0
2022-09-20,hypers,15,44,13,44,10,44,0,0
2022-09-30,hypers,16,44,13,44,10,44,0,0
2022-05-28,good mornings,12,50,12,50,12,50,0,0
2022-04-26,Bench press (pause),4,65,5,60,7,55,6,55
2022-06-19,Bench press,5,65,6,60,7,55,7,55
2022-05-04,Bench press (pause),4,65,5,60,6,57.5,5,57.5
2022-04-30,Bench press,4,70,5,65,6,60,6,60
2022-05-08,Bench press,3,70,5,65,6,60,6,60
2022-05-12,Larsen Press,5,65,8,60,6,60,5,60
2022-06-08,good mornings,14,60,14,60,13,60,0,0
2022-10-12,good mornings,16,60,15,60,14,60,0,0
2022-10-20,good mornings,16,60,16,60,15,60,0,0
2022-05-22,Larsen Press,5,67.5,7,62.5,5,62.5,6,60
2022-05-28,Bench press,4,67.5,5,65,5,62.5,5,62.5
2022-06-02,Larsen Press,4,70,5,65,7,62.5,5,62.5
2022-06-06,Bench press,4,70,5,65,6,62.5,4,62.5
2022-06-11,Larsen Press,4,70,5,65,5,62.5,7,57.5
2022-04-26,Lat pulldown,10,65,9,65,8,65,0,0
2022-05-06,Squat (Pin),4,75,7,70,8,65,0,0
2022-05-18,Bench press,3,70,5,65,4,65,7,60
2022-06-17,good mornings,12,65,14,65,13,65,0,0
2022-06-27,good mornings,16,65,14,65,14,65,0,0
2022-04-28,Squat (Pin),9,70,10,70,10,70,0,0
2022-07-12,Squat (pause),6,70,6,70,6,70,0,0
2022-05-14,Squat (Pin),6,75,6,75,6,75,0,0
2022-05-26,Squat (Pin),6,80,5,80,7,75,0,0
2022-08-19,Squat (pause),5,80,5,80,5,75,0,0
2022-08-28,Squat (pause),5,75,5,75,5,75,0,0
2022-09-06,Squat (pause),5,75,5,75,5,75,0,0
2022-09-15,Squat (pause),5,80,5,75,5,75,0,0
2022-09-26,Squat (pause),5,80,5,75,5,75,0,0
2022-10-06,Squat (pause),5,80,6,75,5,75,0,0
2022-10-16,Squat (pause),5,75,5,75,5,75,0,0
2022-05-02,Backsquats,6,85,5,85,6,80,5,80
2022-06-04,Squat (Pin),7,80,7,80,6,80,0,0
2022-06-13,Squat (Pin),7,80,6,80,6,80,0,0
2022-06-22,Squat (Pin),6,85,5,85,6,80,0,0
2022-07-20,Squat (pause),5,80,5,80,5,80,0,0
2022-07-31,Squat (pause),5,80,5,80,5,80,0,0
2022-08-08,Squat (pause),5,80,5,80,5,80,0,0
2022-09-20,Backsquats,5,85,5,85,5,80,5,80
2022-05-10,Backsquats,6,87.5,5,87.5,6,85,5,85
2022-05-20,Backsquats,5,90,6,85,6,85,5,85
2022-05-28,Backsquats,5,90,5,90,6,85,6,85
2022-06-08,Backsquats,5,92.5,5,90,6,85,6,85
2022-07-01,Squat (Pin),6,85,6,85,5,85,0,0
2022-08-23,Backsquats,5,95,5,85,5,85,5,80
2022-09-02,Backsquats,5,90,5,85,5,85,5,80
2022-09-11,Backsquats,5,90,5,85,5,85,6,80
2022-09-30,Backsquats,5,90,5,85,5,85,5,80
2022-10-12,Backsquats,5,90,5,85,5,85,6,80
2022-10-20,Backsquats,5,90,5,85,5,85,6,80
2022-06-17,Backsquats,6,90,5,90,5,90,6,85
2022-06-27,Backsquats,5,95,5,90,5,90,6,85
2022-07-08,Backsquats,5,90,5,90,5,90,5,90
2022-07-16,Backsquats,5,95,5,90,5,90,5,90
2022-07-26,Backsquats,5,95,6,90,5,90,5,90
2022-08-04,Backsquats,5,95,5,95,5,90,5,90
2022-08-12,Backsquats,5,95,5,95,6,90,5,90
2022-08-12,Rdls,12,100,11,100,12,90,0,0
2022-08-23,Rdls,12,100,14,90,11,90,0,0
2022-09-02,Rdls,12,90,12,90,10,90,0,0
2022-10-24,barbell hacksquat,6,80,5,90,5,90,0,0
2022-05-02,Rdls,11,105,10,105,13,100,0,0
2022-08-08,Sumo DL,6,115,5,115,6,100,6,100
2022-08-28,Sumo DL,3,115,5,110,7,100,6,100
2022-05-10,Rdls,10,110,12,105,12,105,0,0
2022-05-20,Rdls,10,110,12,105,12,105,0,0
2022-09-06,Sumo DL,1,120,6,105,5,105,5,105
2022-06-13,Sumo DL,2,125,5,115,3,110,10,90
2022-08-19,Sumo DL,4,120,5,110,5,110,5,105
2022-09-15,Sumo DL,3,120,5,110,5,110,6,105
2022-09-26,Sumo DL,4,120,6,110,5,110,6,105
2022-10-06,Sumo DL,5,120,5,115,5,110,6,105
2022-10-16,Sumo DL,5,120,6,110,5,110,6,105
2022-10-24,Sumo DL,5,110,4,120,5,110,6,105
2022-04-28,Sumo DL,5,115,6,115,5,115,0,0
2022-05-06,Sumo DL,5,120,5,115,5,115,5,115
2022-05-14,Sumo DL,5,120,4,120,6,115,5,115
2022-05-26,Sumo DL,4,125,5,120,4,120,6,115
2022-06-04,Sumo DL,5,125,5,120,5,120,6,115
2022-06-22,Sumo DL,6,120,5,120,5,120,6,115
2022-07-01,Sumo DL,5,125,5,120,2,120,8,110
2022-07-12,Sumo DL,5,125,5,125,6,120,5,120
2022-07-20,Sumo DL,5,127.5,5,125,6,120,6,120
2022-07-31,Sumo DL,5,127.5,5,125,6,120,5,120
